Identifiers,Set Identifiers,Name,Color,Pitch,Cost,Power,Defense,Life,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,CC Legal,Silver Age Legal,LL Legal,Rarity,Foiling,Art Variations,Artists,Expansion Slot,Flavor Text,Identifier,Image URL,TCGPlayer Product Id,TCGPlayer Url,Rarity 2,Foiling 2,Art Variations 2,Artists 2,Expansion Slot 2,Flavor Text 2,Identifier 2,Image URL 2,TCGPlayer Product Id 2,TCGPlayer Url 2,Rarity 3,Foiling 3,Art Variations 3,Artists 3,Expansion Slot 3,Flavor Text 3,Identifier 3,Image URL 3,Rarity 4,Foiling 4,Art Variations 4,Artists 4,Expansion Slot 4,Flavor Text 4,Identifier 4,Image URL 4,Rarity 5,Foiling 5,Art Variations 5,Artists 5,Expansion Slot 5,Flavor Text 5,Identifier 5,Image URL 5,Rarity 6,Foiling 6,Art Variations 6,Artists 6,Expansion Slot 6,Flavor Text 6,Identifier 6,Image URL 6
MPW021,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW021,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW021.webp,,,,,,,,,MPW021,,,,,,,,,,MPW021,,,,,,,,,,,,,,,,,,,,,,,,,
MPW022,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW022,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW022.webp,,,,,,,,,MPW022,,,,,,,,,,MPW022,,,,,,,,,,,,,,,,,,,,,,,,,
MPW023,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW023,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW023.webp,,,,,,,,,MPW023,,,,,,,,,,MPW023,,,,,,,,,,,,,,,,,,,,,,,,,
MPW024,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW024,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW024.webp,,,,,,,,,MPW024,,,,,,,,,,MPW024,,,,,,,,,,,,,,,,,,,,,,,,,
MPW025,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW025.webp,,,,,,,,,MPW025,,,,,,,,,,MPW025,,,,,,,,,,,,,,,,,,,,,,,,,
MPW026,MPW,Sharpening Sparks,Red,1,0,,3,,,,"Warrior, Attack Reaction",,,,,Sharpen,,,"Target sword attack gets +2{p} and ""When this hits, **sharpen** this sword.""",Warrior Attack Reaction,,,No,,M,,,Kevin Sidharta,,,MPW026,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW026.webp,,,M,R,EA,Kevin Sidharta,,,MPW026,/MPW026-RF.webp,,,,,,Kevin Sidharta,,,MPW026,,,,,,,,,,,,,,,,,,,,,,,,,
MPW027,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW027,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW027.webp,,,,,,,,,MPW027,,,,,,,,,,MPW027,,,,,,,,,,,,,,,,,,,,,,,,,
MPW028,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW028,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW028.webp,,,,,,,,,MPW028,,,,,,,,,,MPW028,,,,,,,,,,,,,,,,,,,,,,,,,
MPW029,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW029,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW029.webp,,,,,,,,,MPW029,,,,,,,,,,MPW029,,,,,,,,,,,,,,,,,,,,,,,,,
MPW030,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW030,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW030.webp,,,,,,,,,MPW030,,,,,,,,,,MPW030,,,,,,,,,,,,,,,,,,,,,,,,,
MPW031,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW031,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW031.webp,,,,,,,,,MPW031,,,,,,,,,,MPW031,,,,,,,,,,,,,,,,,,,,,,,,,
MPW032,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW032,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW032.webp,,,,,,,,,MPW032,,,,,,,,,,MPW032,,,,,,,,,,,,,,,,,,,,,,,,,
MPW033,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW033,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW033.webp,,,,,,,,,MPW033,,,,,,,,,,MPW033,,,,,,,,,,,,,,,,,,,,,,,,,
MPW034,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW034,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW034.webp,,,,,,,,,MPW034,,,,,,,,,,MPW034,,,,,,,,,,,,,,,,,,,,,,,,,
MPW035,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW035,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW035.webp,,,,,,,,,MPW035,,,,,,,,,,MPW035,,,,,,,,,,,,,,,,,,,,,,,,,
MPW036,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW036,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW036.webp,,,,,,,,,MPW036,,,,,,,,,,MPW036,,,,,,,,,,,,,,,,,,,,,,,,,
MPW037,MPW,Stand Tall,Yellow,2,,,3,,,,"Warrior, Block",,,,,,,,"While this is defending, whenever the attacking hero plays or activates a reaction this chain link, this gets +2{p}.",Warrior Block,,,No,,M,,,Alif Zahrah,,,MPW037,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW037.webp,,,M,R,EA,Alif Zahrah,,,MPW037,/MPW037-RF.webp,,,,,,Alif Zahrah,,,MPW037,,,,,,,,,,,,,,,,,,,,,,,,,
MPW038,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW038,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW038.webp,,,,,,,,,MPW038,,,,,,,,,,MPW038,,,,,,,,,,,,,,,,,,,,,,,,,
MPW039,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW039,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW039.webp,,,,,,,,,MPW039,,,,,,,,,,MPW039,,,,,,,,,,,,,,,,,,,,,,,,,
MPW040,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW040,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW040.webp,,,,,,,,,MPW040,,,,,,,,,,MPW040,,,,,,,,,,,,,,,,,,,,,,,,,
MPW041,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW041,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW041.webp,,,,,,,,,MPW041,,,,,,,,,,MPW041,,,,,,,,,,,,,,,,,,,,,,,,,
MPW042,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW042,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW042.webp,,,,,,,,,MPW042,,,,,,,,,,MPW042,,,,,,,,,,,,,,,,,,,,,,,,,
MPW043,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW043,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW043.webp,,,,,,,,,MPW043,,,,,,,,,,MPW043,,,,,,,,,,,,,,,,,,,,,,,,,
MPW044,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW044,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW044.webp,,,,,,,,,MPW044,,,,,,,,,,MPW044,,,,,,,,,,,,,,,,,,,,,,,,,
MPW045,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW045,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW045.webp,,,,,,,,,MPW045,,,,,,,,,,MPW045,,,,,,,,,,,,,,,,,,,,,,,,,
MPW046,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW046,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW046.webp,,,,,,,,,MPW046,,,,,,,,,,MPW046,,,,,,,,,,,,,,,,,,,,,,,,,
MPW047,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW047,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW047.webp,,,,,,,,,MPW047,,,,,,,,,,MPW047,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OMN047-MV_BACK.webp,,,,,,,,,,,,,,,,,,,,,,,,
MPW048,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW048,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW048.webp,,,,,,,,,MPW048,,,,,,,,,,MPW048,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OMN048-MV_BACK.webp,,,,,,,,,,,,,,,,,,,,,,,,
MPW049,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW049,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW049.webp,,,,,,,,,MPW049,,,,,,,,,,MPW049,,,,,,,,,,,,,,,,,,,,,,,,,
MPW050,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW050,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW050.webp,,,,,,,,,MPW050,,,,,,,,,,MPW050,,,,,,,,,,,,,,,,,,,,,,,,,
MPW051,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW051,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW051.webp,,,,,,,,,MPW051,,,,,,,,,,MPW051,,,,,,,,,,,,,,,,,,,,,,,,,
MPW052,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW052,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW052.webp,,,,,,,,,MPW052,,,,,,,,,,MPW052,,,,,,,,,,,,,,,,,,,,,,,,,
MPW053,MPW,Golden Company,Red,1,2,,6,,,,"Warrior, Defense Reaction",,,,,,,,You may destroy a Gold you control rather than pay this card's {r} cost.,Warrior Defense Reaction,,,,,R,,,Saad Irfan,,,MPW053,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW053.webp,,,,,,Saad Irfan,,,MPW053,,,,,,,Saad Irfan,,,MPW053,,,,,,,,,,,,,,,,,,,,,,,,,
MPW054,MPW,Golden Company,Yellow,2,2,,6,,,,"Warrior, Defense Reaction",,,,,,,,You may destroy a Gold you control rather than pay this card's {r} cost.,Warrior Defense Reaction,,,,,R,,,Saad Irfan,,,MPW054,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW054.webp,,,,,,Saad Irfan,,,MPW054,,,,,,,Saad Irfan,,,MPW054,,,,,,,,,,,,,,,,,,,,,,,,,
MPW055,MPW,Golden Company,Blue,3,2,,6,,,,"Warrior, Defense Reaction",,,,,,,,You may destroy a Gold you control rather than pay this card's {r} cost.,Warrior Defense Reaction,,,,,R,,,Saad Irfan,,,MPW055,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW055.webp,,,,,,Saad Irfan,,,MPW055,,,,,,,Saad Irfan,,,MPW055,,,,,,,,,,,,,,,,,,,,,,,,,
MPW056,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW056,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW056.webp,,,,,,,,,MPW056,,,,,,,,,,MPW056,,,,,,,,,,,,,,,,,,,,,,,,,
MPW057,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW057,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW057.webp,,,,,,,,,MPW057,,,,,,,,,,MPW057,,,,,,,,,,,,,,,,,,,,,,,,,
MPW058,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW058,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW058.webp,,,,,,,,,MPW058,,,,,,,,,,MPW058,,,,,,,,,,,,,,,,,,,,,,,,,
MPW059,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW059,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW059.webp,,,,,,,,,MPW059,,,,,,,,,,MPW059,,,,,,,,,,,,,,,,,,,,,,,,,
MPW060,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW060,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW060.webp,,,,,,,,,MPW060,,,,,,,,,,MPW060,,,,,,,,,,,,,,,,,,,,,,,,,
MPW061,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW061,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW061.webp,,,,,,,,,MPW061,,,,,,,,,,MPW061,,,,,,,,,,,,,,,,,,,,,,,,,
MPW062,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW062,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW062.webp,,,,,,,,,MPW062,,,,,,,,,,MPW062,,,,,,,,,,,,,,,,,,,,,,,,,
MPW063,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW063,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW063.webp,,,,,,,,,MPW063,,,,,,,,,,MPW063,,,,,,,,,,,,,,,,,,,,,,,,,
MPW064,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW064,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW064.webp,,,,,,,,,MPW064,,,,,,,,,,MPW064,,,,,,,,,,,,,,,,,,,,,,,,,
MPW065,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW065,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW065.webp,,,,,,,,,MPW065,,,,,,,,,,MPW065,,,,,,,,,,,,,,,,,,,,,,,,,
MPW066,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW066,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW066.webp,,,,,,,,,MPW066,,,,,,,,,,MPW066,,,,,,,,,,,,,,,,,,,,,,,,,
MPW067,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW067,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW067.webp,,,,,,,,,MPW067,,,,,,,,,,MPW067,,,,,,,,,,,,,,,,,,,,,,,,,
MPW068,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW068,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW068.webp,,,,,,,,,MPW068,,,,,,,,,,MPW068,,,,,,,,,,,,,,,,,,,,,,,,,
MPW069,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW069,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW069.webp,,,,,,,,,MPW069,,,,,,,,,,MPW069,,,,,,,,,,,,,,,,,,,,,,,,,
MPW070,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW070,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW070.webp,,,,,,,,,MPW070,,,,,,,,,,MPW070,,,,,,,,,,,,,,,,,,,,,,,,,
MPW071,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW071,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW071.webp,,,,,,,,,MPW071,,,,,,,,,,MPW071,,,,,,,,,,,,,,,,,,,,,,,,,
MPW072,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW072,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW072.webp,,,,,,,,,MPW072,,,,,,,,,,MPW072,,,,,,,,,,,,,,,,,,,,,,,,,
MPW073,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW073,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW073.webp,,,,,,,,,MPW073,,,,,,,,,,MPW073,,,,,,,,,,,,,,,,,,,,,,,,,
MPW074,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW074,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW074.webp,,,,,,,,,MPW074,,,,,,,,,,MPW074,,,,,,,,,,,,,,,,,,,,,,,,,
MPW075,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW075,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW075.webp,,,,,,,,,MPW075,,,,,,,,,,MPW075,,,,,,,,,,,,,,,,,,,,,,,,,
MPW076,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW076,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW076.webp,,,,,,,,,MPW076,,,,,,,,,,MPW076,,,,,,,,,,,,,,,,,,,,,,,,,
MPW077,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW077,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW077.webp,,,,,,,,,MPW077,,,,,,,,,,MPW077,,,,,,,,,,,,,,,,,,,,,,,,,
MPW078,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW078,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW078.webp,,,,,,,,,MPW078,,,,,,,,,,MPW078,,,,,,,,,,,,,,,,,,,,,,,,,
MPW079,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW079,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW079.webp,,,,,,,,,MPW079,,,,,,,,,,MPW079,,,,,,,,,,,,,,,,,,,,,,,,,
MPW080,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW080,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW080.webp,,,,,,,,,MPW080,,,,,,,,,,MPW080,,,,,,,,,,,,,,,,,,,,,,,,,
MPW081,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW081,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW081.webp,,,,,,,,,MPW081,,,,,,,,,,MPW081,,,,,,,,,,,,,,,,,,,,,,,,,
MPW082,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW082,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW082.webp,,,,,,,,,MPW082,,,,,,,,,,MPW082,,,,,,,,,,,,,,,,,,,,,,,,,
MPW083,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW083,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW083.webp,,,,,,,,,MPW083,,,,,,,,,,MPW083,,,,,,,,,,,,,,,,,,,,,,,,,
MPW084,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW084,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW084.webp,,,,,,,,,MPW084,,,,,,,,,,MPW084,,,,,,,,,,,,,,,,,,,,,,,,,
MPW085,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW085,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW085.webp,,,,,,,,,MPW085,,,,,,,,,,MPW085,,,,,,,,,,,,,,,,,,,,,,,,,
MPW086,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW086,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW086.webp,,,,,,,,,MPW086,,,,,,,,,,MPW086,,,,,,,,,,,,,,,,,,,,,,,,,
