Identifiers,Set Identifiers,Name,Color,Pitch,Cost,Power,Defense,Life,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,CC Legal,Silver Age Legal,LL Legal,Rarity,Foiling,Art Variations,Artists,Expansion Slot,Flavor Text,Identifier,Image URL,TCGPlayer Product Id,TCGPlayer Url,Rarity 2,Foiling 2,Art Variations 2,Artists 2,Expansion Slot 2,Flavor Text 2,Identifier 2,Image URL 2,TCGPlayer Product Id 2,TCGPlayer Url 2,Rarity 3,Foiling 3,Art Variations 3,Artists 3,Expansion Slot 3,Flavor Text 3,Identifier 3,Image URL 3,Rarity 4,Foiling 4,Art Variations 4,Artists 4,Expansion Slot 4,Flavor Text 4,Identifier 4,Image URL 4,Rarity 5,Foiling 5,Art Variations 5,Artists 5,Expansion Slot 5,Flavor Text 5,Identifier 5,Image URL 5,Rarity 6,Foiling 6,Art Variations 6,Artists 6,Expansion Slot 6,Flavor Text 6,Identifier 6,Image URL 6
MPA011,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA011,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA011.webp,,,,,,,,,MPA011,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA011.webp,,,,,,,,,MPA011,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA011.webp,,,,,,,MPA011,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA011.webp,,,,,,,MPA011,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA011.webp,,,,,,,MPA011,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA011.webp
MPA012,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA012,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA012.webp,,,,,,,,,MPA012,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA012.webp,,,,,,,,,MPA012,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA012.webp,,,,,,,MPA012,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA012.webp,,,,,,,MPA012,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA012.webp,,,,,,,MPA012,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA012.webp
MPA013,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA013,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA013.webp,,,,,,,,,MPA013,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA013.webp,,,,,,,,,MPA013,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA013.webp,,,,,,,MPA013,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA013.webp,,,,,,,MPA013,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA013.webp,,,,,,,MPA013,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA013.webp
MPA014,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA014,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA014.webp,,,,,,,,,MPA014,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA014.webp,,,,,,,,,MPA014,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA014.webp,,,,,,,MPA014,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA014.webp,,,,,,,MPA014,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA014.webp,,,,,,,MPA014,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA014.webp
MPA015,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA015.webp,,,,,,,,,MPA015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA015.webp,,,,,,,,,MPA015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA015.webp,,,,,,,MPA015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA015.webp,,,,,,,MPA015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA015.webp,,,,,,,MPA015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA015.webp
MPA016,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA016,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA016.webp,,,,,,,,,MPA016,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA016.webp,,,,,,,,,MPA016,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA016.webp,,,,,,,MPA016,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA016.webp,,,,,,,MPA016,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA016.webp,,,,,,,MPA016,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA016.webp
MPA017,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA017,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA017.webp,,,,,,,,,MPA017,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA017.webp,,,,,,,,,MPA017,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA017.webp,,,,,,,MPA017,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA017.webp,,,,,,,MPA017,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA017.webp,,,,,,,MPA017,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA017.webp
MPA018,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA018,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA018.webp,,,,,,,,,MPA018,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA018.webp,,,,,,,,,MPA018,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA018.webp,,,,,,,MPA018,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA018.webp,,,,,,,MPA018,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA018.webp,,,,,,,MPA018,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA018.webp
MPA019,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA019,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA019.webp,,,,,,,,,MPA019,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA019.webp,,,,,,,,,MPA019,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA019.webp,,,,,,,MPA019,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA019.webp,,,,,,,MPA019,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA019.webp,,,,,,,MPA019,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA019.webp
MPA020,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA020,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA020.webp,,,,,,,,,MPA020,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA020.webp,,,,,,,,,MPA020,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA020.webp,,,,,,,MPA020,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA020.webp,,,,,,,MPA020,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA020.webp,,,,,,,MPA020,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA020.webp
MPA021,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA021,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA021.webp,,,,,,,,,MPA021,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA021.webp,,,,,,,,,MPA021,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA021.webp,,,,,,,MPA021,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA021.webp,,,,,,,MPA021,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA021.webp,,,,,,,MPA021,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA021.webp
MPA022,MPA,Mutually Assured Destruction,Red,1,2,6,3,,,,"Assassin, Action, Attack",,Contract,,,,,,"**Contract** - You are contracted to banish infected opponents' cards. Whenever you complete this contract, create a Silver token.

The first time each hero plays a reaction card this chain link, create a Bloodrot Pox token under each hero's control, then banish the top card of each hero's deck.",Assassin Action - Attack,,,No,,M,,,Henrique Lindner,,,MPA022,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA022.webp,,,M,R,,Henrique Lindner,,,MPA022,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA022-RF.webp,,,,,,Henrique Lindner,,,MPA022,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA022.webp,,,,Henrique Lindner,,,MPA022,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA022.webp,,,,Henrique Lindner,,,MPA022,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA022.webp,,,,Henrique Lindner,,,MPA022,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA022.webp
MPA023,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA023,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA023.webp,,,,,,,,,MPA023,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA023.webp,,,,,,,,,MPA023,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA023.webp,,,,,,,MPA023,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA023.webp,,,,,,,MPA023,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA023.webp,,,,,,,MPA023,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA023.webp
MPA024,MPA,Prey on Insecurity,Red,1,0,3,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"**Stealth**

**Attack Reaction** - Put a card from your hand on the bottom of your deck, destroy this: Another target attack with stealth gets +3{p}.",Assassin Action - Attack,,,No,,M,,,Surya Prasetya,,,MPA024,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA024.webp,,,M,R,,Surya Prasetya,,,MPA024,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA024-RF.webp,,,,,,Surya Prasetya,,,MPA024,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA024.webp,,,,Surya Prasetya,,,MPA024,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA024.webp,,,,Surya Prasetya,,,MPA024,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA024.webp,,,,Surya Prasetya,,,MPA024,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA024.webp
MPA025,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA025.webp,,,,,,,,,MPA025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA025.webp,,,,,,,,,MPA025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA025.webp,,,,,,,MPA025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA025.webp,,,,,,,MPA025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA025.webp,,,,,,,MPA025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA025.webp
MPA026,MPA,Remember the Mists,Blue,3,2,4,3,,,,"Assassin, Action, Attack",,,,,,,,"When this hits a hero, look at their hand and banish a card. They may play the banished card until the end of their next turn.

If this wasn't played from hand or arsenal, it gets +2{p}.",Assassin Action - Attack,,,No,,M,,,Olga Tereshenko,,,MPA026,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA026.webp,,,M,R,,Olga Tereshenko,,,MPA026,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA026-RF.webp,,,,,,Olga Tereshenko,,,MPA026,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA026.webp,,,,Olga Tereshenko,,,MPA026,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA026.webp,,,,Olga Tereshenko,,,MPA026,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA026.webp,,,,Olga Tereshenko,,,MPA026,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA026.webp
MPA027,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA027,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA027.webp,,,,,,,,,MPA027,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA027.webp,,,,,,,,,MPA027,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA027.webp,,,,,,,MPA027,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA027.webp,,,,,,,MPA027,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA027.webp,,,,,,,MPA027,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA027.webp
MPA028,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA028,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA028.webp,,,,,,,,,MPA028,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA028.webp,,,,,,,,,MPA028,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA028.webp,,,,,,,MPA028,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA028.webp,,,,,,,MPA028,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA028.webp,,,,,,,MPA028,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA028.webp
MPA029,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA029,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA029.webp,,,,,,,,,MPA029,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA029.webp,,,,,,,,,MPA029,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA029.webp,,,,,,,MPA029,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA029.webp,,,,,,,MPA029,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA029.webp,,,,,,,MPA029,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA029.webp
MPA030,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA030,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA030.webp,,,,,,,,,MPA030,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA030.webp,,,,,,,,,MPA030,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA030.webp,,,,,,,MPA030,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA030.webp,,,,,,,MPA030,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA030.webp,,,,,,,MPA030,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA030.webp
MPA031,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA031,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA031.webp,,,,,,,,,MPA031,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA031.webp,,,,,,,,,MPA031,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA031.webp,,,,,,,MPA031,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA031.webp,,,,,,,MPA031,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA031.webp,,,,,,,MPA031,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA031.webp
MPA032,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA032,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA032.webp,,,,,,,,,MPA032,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA032.webp,,,,,,,,,MPA032,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA032.webp,,,,,,,MPA032,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA032.webp,,,,,,,MPA032,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA032.webp,,,,,,,MPA032,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA032.webp
MPA033,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA033,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA033.webp,,,,,,,,,MPA033,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA033.webp,,,,,,,,,MPA033,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA033.webp,,,,,,,MPA033,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA033.webp,,,,,,,MPA033,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA033.webp,,,,,,,MPA033,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA033.webp
MPA034,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA034,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA034.webp,,,,,,,,,MPA034,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA034.webp,,,,,,,,,MPA034,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA034.webp,,,,,,,MPA034,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA034.webp,,,,,,,MPA034,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA034.webp,,,,,,,MPA034,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA034.webp
